# VITESS 3.7  Trajectories module EventsOut 1.15  VITESS-Format
# 2026-04-09 15:06:53  
# VITESS simulation   
#    TOF    lambda   count_rate    pos_x     pos_y    pos_z     dir_x     dir_y     dir_z  
  26.34668  2.61168   3.262e-13    -0.4634   0.0325  -0.1850  -0.910511 -0.046634 -0.410846
   7.96943  0.79013   1.978e-15     0.0364   0.4008   0.2967  -0.155744  0.300421  0.941005
  36.05247  3.57433   1.620e-13     0.1795   0.3217  -0.3380   0.955161  0.277413 -0.103484
  19.89601  1.97263   1.321e-13    -0.4301   0.2517   0.0402  -0.963888  0.232213  0.130375
  42.48266  4.21248   2.911e-14    -0.0002  -0.4183  -0.2740   0.104737 -0.726306  0.679345
  13.37018  1.32558   5.590e-12    -0.0796  -0.4687  -0.1548  -0.941782 -0.240338 -0.235128
  45.02760  4.46434   3.572e-14     0.4471  -0.1508  -0.1653   0.971926  0.218129 -0.088200
  39.27233  3.89330   7.429e-14     0.3517   0.1612   0.3167   0.926063  0.361096 -0.109621
  41.20389  4.08506   4.722e-14     0.4813  -0.1229   0.0570   0.513074 -0.777172 -0.364361
  29.52940  2.92742   7.493e-14    -0.1572  -0.1018  -0.4636  -0.170469 -0.610232 -0.773665
  42.04684  4.16917   3.967e-14     0.0895   0.3073   0.3841   0.331651 -0.666573  0.667599
  14.72520  1.45991   6.787e-12     0.0452  -0.4621   0.1856   0.040251 -0.998060  0.047500
  28.30040  2.80550   3.016e-13    -0.1873  -0.4288  -0.1763  -0.776507 -0.574136 -0.259625
  29.55190  2.93004   3.045e-13     0.0862  -0.4736  -0.1352  -0.115611 -0.625053  0.771974
  11.12978  1.10353   7.071e-12    -0.2883  -0.0034   0.4085  -0.986076  0.117760 -0.117418
  31.60920  3.13425   1.168e-13     0.0701  -0.1065  -0.4835   0.970209 -0.232653  0.067582
  44.85018  4.44662   4.470e-14     0.2570   0.0620  -0.4244   0.983258 -0.137900 -0.119112
  19.09697  1.89328   3.056e-12     0.2463  -0.4348   0.0166   0.542842 -0.773459  0.327238
  14.57146  1.44477   8.014e-12    -0.1461  -0.2416   0.4127  -0.384406 -0.028743  0.922717
  31.74865  3.14772   2.712e-13     0.3374   0.3225   0.1793   0.981091 -0.142618  0.130844
  32.72758  3.24483   2.368e-13     0.4651   0.1823   0.0206   0.997202 -0.001089 -0.074740
  20.54923  2.03728   1.892e-12     0.3527   0.3475   0.0692   0.915626  0.200256 -0.348606
  35.99738  3.56893   1.204e-13     0.0999   0.3535   0.3392   0.239960  0.582316  0.776741
  36.41421  3.61034   1.154e-13     0.4669   0.1009   0.1479   0.988246  0.075771  0.132771
  17.02976  1.68828   3.545e-12    -0.3660   0.1924   0.2812  -0.713359  0.340450  0.612546
  32.31014  3.20375   2.109e-13     0.0537   0.2544  -0.4271   0.064169  0.967796 -0.243419
  14.31367  1.41912   5.023e-12     0.1047  -0.4057   0.2729  -0.170792 -0.735153  0.656033
  44.81190  4.44302   3.991e-14     0.3971   0.1749  -0.2484   0.990335 -0.082736 -0.111321
  39.51381  3.91751   6.058e-14     0.4503   0.2139   0.0378   0.450328  0.718434 -0.530148
  24.92611  2.47123   6.134e-13     0.2650   0.3319  -0.2638   0.922826  0.241440  0.300164
  18.78642  1.86275   2.370e-12    -0.1571   0.1113  -0.4614  -0.727988 -0.683068 -0.058759
  10.50115  1.04099   3.178e-12     0.3239  -0.3808  -0.0084   0.473959 -0.839195 -0.266674
  14.31281  1.41915   5.071e-12     0.2296  -0.1873  -0.4028   0.927513  0.287363 -0.239043
  21.14922  2.09684   2.898e-12    -0.4678  -0.0300  -0.1739  -0.836554  0.129889 -0.532265
  12.32453  1.22183   8.235e-12    -0.2585   0.3654  -0.2228  -0.254713  0.644693 -0.720758
  35.47787  3.51750   2.726e-13    -0.1787  -0.2973   0.3601   0.662703 -0.708961  0.241243
  29.87269  2.96180   4.477e-13     0.3387   0.2991   0.2140   0.899767  0.249341  0.358119
  40.01900  3.96794   8.618e-14     0.2030   0.2778   0.3628   0.724051  0.685180  0.079233
  36.60314  3.62929   1.901e-13    -0.1841  -0.1345   0.4450   0.722975 -0.109332  0.682168
  22.76988  2.25771   1.020e-12     0.1741  -0.2587  -0.3908  -0.230967 -0.625279 -0.745439
  24.06575  2.38577   2.585e-13    -0.0700   0.4747   0.1406   0.061401  0.648680  0.758580
  14.30524  1.41835   6.109e-12    -0.3127  -0.0326   0.3888  -0.744061  0.667944 -0.014991
  29.23121  2.89797   3.346e-13    -0.4703  -0.1688  -0.0168  -0.999992  0.003906 -0.000176
  31.23105  3.09656   2.818e-13     0.0866   0.0962   0.4829  -0.062188 -0.729795  0.680832
  16.44650  1.63026   3.645e-12     0.4166  -0.0834  -0.2636   0.766046 -0.303965 -0.566374
  24.58707  2.43780   1.742e-12    -0.3432  -0.0331   0.3621  -0.904084 -0.426900  0.019708
  42.03255  4.16682   2.212e-14     0.1409  -0.4748   0.0687  -0.334018 -0.692062  0.639907
  27.53012  2.72947   6.033e-13     0.3633  -0.1067  -0.3265   0.994427  0.020278 -0.103461
  35.52528  3.52190   8.564e-14     0.0077  -0.4166   0.2764  -0.720091 -0.402328  0.565333
  15.96974  1.58323   3.969e-12     0.2162  -0.4453  -0.0707   0.206084 -0.900571  0.382755
  12.42951  1.23230   8.889e-12    -0.2340  -0.2331  -0.3753  -0.907057 -0.322140 -0.271061
  40.62065  4.02774   1.017e-13    -0.0181   0.2543  -0.4301   0.180904  0.549417 -0.815729
  35.34576  3.50419   9.263e-14    -0.0105  -0.4812  -0.1354  -0.486249 -0.780305  0.393302
  35.61298  3.53090   1.327e-13     0.1402   0.4799  -0.0025   0.178872  0.910235 -0.373466
   9.63439  0.95526   8.289e-12    -0.2962   0.1447   0.3760  -0.999335 -0.022360 -0.028789
  28.95194  2.87014   2.007e-13    -0.3378   0.3305   0.1635  -0.582832  0.373985  0.721417
  38.50705  3.81757   5.543e-14    -0.4917   0.0903   0.0083  -0.634533  0.614502  0.468781
  23.22998  2.30310   1.177e-12    -0.1207   0.4361   0.2128  -0.528261  0.662052  0.531628
  33.55623  3.32649   9.918e-14    -0.1043  -0.2924  -0.3919  -0.709147 -0.404240 -0.577668
  14.50704  1.43832   8.012e-12    -0.2918  -0.3908  -0.1100   0.558248 -0.828642 -0.041363
  28.06483  2.78252   1.875e-13     0.4811  -0.1080  -0.0830   0.955291 -0.266048  0.128987
  38.95246  3.86230   9.684e-14    -0.1583  -0.0071  -0.4742  -0.973619  0.164806 -0.157813
  38.12251  3.77934   1.001e-13     0.3761   0.0353  -0.3276   0.960294  0.163146 -0.226316
  39.67207  3.93326   6.802e-14    -0.1231   0.0227   0.4841  -0.185180 -0.400448  0.897413
  30.10657  2.98474   2.570e-13    -0.3339  -0.2135   0.3048  -0.453889 -0.720327  0.524513
  15.88336  1.57483   4.882e-12     0.3248   0.1663   0.3418   0.607829  0.793953 -0.013489
  36.06933  3.57633   2.329e-13    -0.2329   0.3993   0.1906  -0.455784  0.858025 -0.236756
  28.67356  2.84289   4.757e-13     0.4552   0.1855   0.0914   0.999969 -0.005706  0.005342
  21.24644  2.10652   2.019e-12     0.4061  -0.2851  -0.0615   0.990835 -0.095621  0.095409
  17.05964  1.69140   5.133e-12    -0.4638   0.1584   0.0990  -0.997812  0.026969  0.060362
  22.83974  2.26415   1.423e-12     0.2614   0.2007  -0.3760   0.741098  0.362771 -0.564952
  44.21432  4.38306   3.559e-14     0.2772  -0.1696  -0.3799   0.701128 -0.547861 -0.456363
  28.01039  2.77714   2.056e-13     0.1473  -0.3234  -0.3517   0.140482  0.461690 -0.875847
  21.67646  2.14886   2.344e-12    -0.1353   0.1508  -0.4571   0.627503  0.019526 -0.778369
  34.75456  3.44586   1.552e-13    -0.3366   0.3385   0.1489  -0.999906  0.004994  0.012753
  17.42990  1.72798   3.183e-12    -0.4740  -0.0577   0.1484  -0.425305 -0.902811  0.063623
  26.74245  2.65102   6.787e-13     0.4666  -0.0287   0.1773   0.985619  0.002860  0.168958
  29.59807  2.93467   5.242e-13     0.0167  -0.3654   0.3409   0.677365 -0.114418  0.726695
  34.12083  3.38312   5.717e-14     0.1916  -0.3187   0.3342   0.962419 -0.081008 -0.259207
  42.58184  4.22190   4.906e-14     0.2186  -0.3715  -0.2534  -0.364823 -0.906523  0.212415
  32.64505  3.23648   1.872e-13     0.4953  -0.0046   0.0681   0.170515 -0.880590  0.442138
  37.44996  3.71284   1.102e-13     0.1801  -0.4488   0.1269   0.892253 -0.063619  0.447032
  41.84923  4.14835   4.229e-14     0.0688   0.1587  -0.4691   0.441270  0.289122 -0.849523
  29.16418  2.89155   4.675e-13     0.4174   0.2746  -0.0195   0.937788  0.339433  0.073073
  35.75481  3.54500   3.355e-13    -0.3983   0.3009  -0.0283  -0.681798  0.600906  0.417209
  39.11818  3.87824   7.059e-14     0.4191   0.0843   0.2594   0.944409 -0.327951 -0.023249
  11.43438  1.13369   9.939e-12     0.4062  -0.1466   0.2520   0.619635 -0.341494  0.706707
  43.43323  4.30624   1.263e-13    -0.4699  -0.0451   0.1647  -0.986688 -0.130935 -0.096455
  42.44128  4.20786   4.692e-14     0.4833   0.0840  -0.0968   0.113811  0.719122 -0.685500
  27.18506  2.69536   1.021e-12    -0.3764  -0.1876   0.2704  -0.999539  0.029428  0.007433
  13.86890  1.37500   1.211e-12    -0.3355   0.0924  -0.3590  -0.212814  0.075005 -0.974210
  34.12291  3.38280   1.010e-13    -0.3506  -0.1163   0.3370  -0.933360 -0.344882  0.099474
  29.72662  2.94725   7.083e-13    -0.4777   0.0772   0.1258  -0.845338  0.344293 -0.408493
  33.02701  3.27445   1.951e-13     0.4980  -0.0359  -0.0266   0.884409  0.464300 -0.047396
  12.72907  1.26206   6.686e-12     0.3469  -0.1207  -0.3392   0.779618  0.620157 -0.087182
  10.86736  1.07752   3.070e-12     0.0690   0.1541  -0.4706  -0.085166 -0.861997 -0.499708
  25.62643  2.54069   1.124e-12    -0.3231  -0.3772  -0.0575  -0.262403 -0.964489 -0.030106
  41.87465  4.15193   6.445e-14     0.2740  -0.2297  -0.3495   0.597162 -0.757711 -0.263195
  30.12574  2.98712   4.197e-13    -0.1041   0.2533  -0.4183  -0.719863 -0.014784 -0.693959
  33.16685  3.28826   1.827e-13    -0.0027   0.4737  -0.1601  -0.292128  0.934174 -0.204892
  41.13704  4.07893   5.402e-14     0.1319  -0.1581  -0.4557   0.921224 -0.281569 -0.268449
  28.00836  2.77709   2.464e-13     0.0009  -0.2625  -0.4256  -0.192595  0.676895 -0.710437
  31.49276  3.12240   3.374e-13    -0.0273  -0.4664  -0.1780   0.193558 -0.889740  0.413398
  16.65131  1.65068   2.864e-12    -0.2887  -0.2025  -0.3545  -0.616856 -0.687130 -0.383851
  22.13317  2.19415   9.608e-13    -0.3067   0.0971   0.3828  -0.882061  0.365325  0.297500
  14.46263  1.43400   7.148e-12    -0.2303   0.2694  -0.3526  -0.894764  0.167195 -0.414057
  16.68126  1.65396   4.419e-12     0.2707   0.2280  -0.3532   0.935004  0.034729 -0.352933
  37.29180  3.69736   1.029e-13     0.4416   0.0721   0.2231   0.934036 -0.259005  0.245952
  10.43377  1.03447   1.331e-11    -0.4707   0.1113   0.1267  -0.905602 -0.263201 -0.332582
  41.13229  4.07830   3.693e-14    -0.0463   0.4877   0.1000  -0.668356  0.311417 -0.675515
  20.85374  2.06775   2.023e-12     0.0285   0.4316  -0.2508   0.154749  0.705580 -0.691527
  12.59470  1.24859   6.561e-12     0.3790   0.0020  -0.3261   0.985327 -0.009201  0.170432
  16.37895  1.62393   5.306e-12    -0.4169   0.2747   0.0277  -0.974797 -0.144718 -0.169788
  30.14040  2.98834   3.632e-13     0.3574  -0.3235  -0.1326   0.552355  0.107516 -0.826646
  30.37892  3.01209   3.669e-13     0.2956  -0.3546   0.1920   0.918206 -0.383063  0.100802
  43.08890  4.27215   4.816e-14     0.4230   0.2650  -0.0289   0.968167  0.094196  0.231904
  22.37937  2.21887   1.521e-12     0.1195  -0.2567   0.4121   0.901033 -0.427533  0.073170
  36.53563  3.62235   1.095e-13     0.4945   0.0272   0.0690   0.987010  0.154026  0.045684
  31.49234  3.12232   7.571e-13    -0.4697  -0.1573  -0.0681  -0.531183 -0.422556 -0.734364
  23.40535  2.32055   2.039e-12    -0.4593   0.0341   0.1947  -0.851408 -0.501585 -0.153354
  13.21225  1.30976   6.797e-12     0.0561  -0.4968   0.0045   0.336252 -0.941600 -0.017986
   8.54244  0.84705   3.038e-14     0.0006   0.0431  -0.4981  -0.898290  0.369437 -0.237887
  41.25457  4.09005   4.433e-14     0.2291   0.0114   0.4443  -0.036408  0.250593  0.967408
  37.99518  3.76715   2.572e-13    -0.4089   0.1965   0.2103  -0.902661  0.414317 -0.116376
  21.57827  2.13949   1.510e-12    -0.1847  -0.3371  -0.3198  -0.878687 -0.464208  0.111446
  35.23970  3.49345   5.151e-14     0.3669  -0.0837  -0.3293   0.537086 -0.593551 -0.599363
  34.76051  3.44612   3.467e-13    -0.3756   0.1387  -0.2995   0.223363  0.296917 -0.928412
  41.58891  4.12339   5.470e-14     0.4510  -0.2117  -0.0424   0.944032  0.290334  0.156554
  41.30160  4.09504   6.933e-14     0.0143  -0.4805   0.1375   0.054766 -0.984296  0.167818
  16.26387  1.61257   4.331e-12     0.1932  -0.4577  -0.0561  -0.415021 -0.765361 -0.491914
  14.68534  1.45598   6.443e-12    -0.2565   0.3219   0.2839  -0.311253  0.930059 -0.195220
  27.43989  2.72056   5.871e-13     0.4825  -0.1309   0.0044   0.928585 -0.151326 -0.338865
  40.31653  3.99722   6.491e-14     0.2450   0.2350   0.3671   0.158379  0.880224  0.447349
  35.48905  3.51856   1.232e-13     0.4756  -0.1474   0.0452   0.724911  0.507903  0.465338
  43.00895  4.26422   1.696e-13    -0.4268  -0.1229  -0.2295  -0.889117 -0.423692  0.173076
  20.98108  2.08028   2.589e-12    -0.1510  -0.4443  -0.1726  -0.300371 -0.924496 -0.234699
  25.29463  2.50795   8.351e-13    -0.0483   0.3031  -0.3947  -0.310637  0.915004 -0.257435
   9.29747  0.92176   6.015e-12     0.2193   0.0121  -0.4492  -0.207556  0.195532 -0.958482
  25.28255  2.50650   6.164e-13    -0.3102   0.0110   0.3920  -0.443354 -0.247406  0.861526
  25.38346  2.51668   8.465e-13    -0.2223   0.1155   0.4327  -0.637484  0.051891  0.768714
   9.65860  0.95752   8.032e-12     0.3860  -0.2622   0.1796   0.959442 -0.126029 -0.252167
  27.25774  2.70278   4.474e-13     0.0297   0.1888   0.4620  -0.161708 -0.271104  0.948869
  10.02961  0.99436   5.804e-12     0.3411  -0.3026  -0.2052   0.191024 -0.965915  0.174696
  21.09785  2.09175   2.314e-12    -0.1062  -0.1270  -0.4718  -0.085078 -0.144967 -0.985772
  19.58822  1.94209   2.930e-12     0.3607  -0.3175  -0.1382   0.453447 -0.891207  0.011676
  30.59930  3.03384   3.685e-13     0.4192   0.2248   0.1540   0.946347  0.321611 -0.031529
  40.31215  3.99666   5.457e-14    -0.1246  -0.0646  -0.4799  -0.399065 -0.222931 -0.889409
  24.46149  2.42541   5.052e-13     0.1368   0.2681   0.3992   0.190284 -0.747537  0.636381
  23.94676  2.37435   1.245e-12    -0.1470  -0.4552  -0.1456  -0.567170 -0.818282 -0.093448
  41.81077  4.14547   5.933e-14     0.3601   0.1136   0.3278  -0.047559 -0.660502  0.749316
  40.99549  4.06477   6.827e-14     0.0590  -0.4963   0.0137   0.736779 -0.228817  0.636238
  39.94947  3.96015   5.831e-14     0.4740   0.0481   0.1516   0.946246  0.231953 -0.225425
  40.88123  4.05320   6.322e-14    -0.4993   0.0143   0.0224  -0.992705  0.118034 -0.024607
  16.38201  1.62420   5.026e-12     0.1351   0.4587   0.1459   0.945382  0.255963  0.201831
  12.25526  1.21505   9.110e-13     0.4144   0.1502  -0.2359   0.871751  0.054360  0.486923
  31.37802  3.11071   8.260e-14    -0.0354   0.1049   0.4876  -0.090706 -0.348872  0.932770
  41.15359  4.08023   1.998e-13    -0.4465  -0.1436   0.1733  -0.736518 -0.658533  0.154519
  23.60162  2.33985   9.222e-13    -0.4533   0.1068  -0.1820  -0.999904 -0.011948 -0.007055
  39.07926  3.87470   1.025e-13    -0.2911   0.0508   0.4033  -0.872371  0.450575  0.189607
  12.80675  1.26956   1.102e-11    -0.1273   0.4797  -0.0606   0.451567  0.891349  0.039815
  13.24652  1.31332   2.769e-12     0.1302   0.3882  -0.2870   0.543893 -0.213194 -0.811621
  35.57085  3.52682   2.011e-13    -0.3489  -0.3412   0.1088  -0.966640  0.248657 -0.061455
  25.06660  2.48530   8.406e-13     0.3978  -0.0140   0.3026   0.961078 -0.276143 -0.008593
  28.36289  2.81206   4.959e-13     0.4084  -0.2266  -0.1785   0.736152 -0.612362 -0.288258
  43.36086  4.29855   7.340e-14    -0.0549  -0.4919  -0.0707   0.648119 -0.721658  0.243209
  33.82196  3.35341   1.965e-13     0.3568   0.1543  -0.3145   0.406754  0.908127 -0.099284
  44.09536  4.37176   1.274e-13    -0.3695   0.3232   0.0950   0.325450  0.860656 -0.391603
  40.42582  4.00838   7.050e-14     0.1720  -0.3965   0.2513   0.994251 -0.106945 -0.005226
  13.33790  1.32236   7.259e-12     0.4773   0.1151  -0.0946   0.920104 -0.391343  0.016113
  42.74414  4.23795   1.836e-13    -0.4439   0.1401  -0.1826  -0.990103 -0.139068 -0.018887
  16.42871  1.62882   4.860e-12    -0.1878  -0.3931  -0.2454  -0.571428 -0.816555 -0.081907
  32.60913  3.23309   3.802e-13    -0.1159  -0.0279  -0.4856   0.287754 -0.271160 -0.918515
  16.00345  1.58655   4.140e-12     0.1863   0.3368  -0.3192   0.724353  0.664374  0.184177
   7.88685  0.78186   1.412e-13     0.3710   0.2504  -0.2228   0.971352  0.138751 -0.192937
  37.68388  3.73623   8.750e-14    -0.4196   0.1013   0.2523  -0.943196 -0.332003 -0.012472
  25.72809  2.55079   2.836e-13     0.3823   0.3030  -0.1096   0.916553 -0.195169  0.349054
   9.58211  0.95008   9.944e-12    -0.0068  -0.4946   0.0727  -0.182756 -0.849509 -0.494909
  37.94938  3.76227   6.018e-14    -0.1056   0.2710  -0.4067  -0.785738  0.510785 -0.348876
  24.08953  2.38842   1.097e-12     0.3161   0.1841  -0.3409   0.461609  0.753513 -0.468120
  32.00908  3.17374   4.767e-13    -0.2383  -0.1431  -0.4156   0.363825 -0.809004 -0.461676
  36.04379  3.57360   1.190e-13     0.4794   0.0816   0.1162   0.999958  0.008469 -0.003443
  40.44789  4.01026   6.586e-14     0.4801   0.0543  -0.1288   0.947499  0.313589 -0.062515
  30.24533  2.99869   3.472e-13     0.2968   0.3645  -0.1705   0.280384  0.915238 -0.289352
  24.64528  2.44342   1.717e-12    -0.4557   0.1506   0.1402  -0.415438  0.285000  0.863820
  12.34803  1.22433   5.452e-12     0.2103  -0.2639  -0.3689   0.685786  0.587667 -0.429355
  24.37649  2.41676   8.972e-13     0.1467   0.4589   0.1337   0.142417  0.979755 -0.140707
  42.71479  4.23519   6.835e-14    -0.2941  -0.4042  -0.0109  -0.959657  0.171084  0.223132
  13.11665  1.30050   1.263e-11    -0.3833   0.2763  -0.1636  -0.886755  0.363945 -0.284974
  27.97037  2.77261   4.771e-13     0.3372   0.3689   0.0144   0.747657  0.655932 -0.103738
  15.05099  1.49222   4.702e-12    -0.2395   0.4055   0.1680  -0.983494 -0.002138  0.180930
  17.21157  1.70647   4.135e-12     0.3288  -0.1738   0.3341   0.594319 -0.801032  0.071642
  29.90163  2.96445   4.279e-13     0.0854   0.4794  -0.1136   0.674404  0.576780  0.460982
  11.56479  1.14661   1.141e-11    -0.4560  -0.1947  -0.0643  -0.998825  0.041252  0.025449
  40.91397  4.05665   1.005e-13    -0.3006  -0.3765  -0.1336  -0.993733 -0.080146  0.077917
  19.39972  1.92341   2.863e-12     0.4334   0.2310  -0.0939   0.691916  0.227868 -0.685075
  43.90005  4.35288   4.403e-14    -0.1550  -0.1077  -0.4630  -0.999986  0.001356 -0.005081
  22.63525  2.24425   1.378e-12     0.0646  -0.2181  -0.4453  -0.330731  0.062345 -0.941664
  45.07461  4.46886   2.925e-14     0.4490  -0.0712   0.2082   0.759628  0.159336  0.630537
  39.13187  3.87960   6.057e-14     0.1749   0.3164   0.3454  -0.044085  0.537541  0.842084
  43.43562  4.30583   1.523e-14     0.2158  -0.4457  -0.0688  -0.053121 -0.998410  0.018875
  39.62864  3.92934   7.269e-14     0.0782  -0.3001  -0.3922  -0.834371 -0.209884 -0.509680
  15.41865  1.52877   7.523e-12    -0.2738   0.2982  -0.2934  -0.268037  0.962384 -0.044428
  18.27629  1.81207   3.635e-12     0.1650   0.3968  -0.2556  -0.290002  0.718811 -0.631830
  16.76977  1.66240   3.158e-12    -0.3483   0.2170   0.2857  -0.759130  0.450812  0.469563
  44.86085  4.44799   2.813e-14    -0.1429   0.1579   0.4524  -0.999950 -0.009834  0.001891
  27.36295  2.71293   7.795e-13    -0.2687   0.0115   0.4215  -0.398143  0.290024  0.870269
  34.81935  3.45167   1.048e-13     0.3609   0.2029   0.2803   0.682421  0.046530  0.729477
  31.06057  3.07973   3.359e-13    -0.2343  -0.2212  -0.3824  -0.998257  0.016433  0.056687
  32.69372  3.24112   3.013e-13    -0.2365   0.1004   0.4290   0.156348  0.679405  0.716912
   9.77711  0.96922   1.049e-11     0.4898  -0.0997  -0.0119   0.984393 -0.139260  0.107599
  24.75204  2.45405   8.420e-13     0.4728   0.1039  -0.1251   0.977023 -0.127485  0.170804
  21.44090  2.12586   2.910e-12    -0.2765   0.3807   0.1693  -0.304174  0.886117  0.349677
  42.98123  4.26143   1.085e-13    -0.4584   0.1192  -0.1602  -0.988690  0.073095  0.130951
  23.20068  2.30036   1.076e-12     0.2758   0.2005  -0.3657   0.514022  0.428671 -0.742982
  18.42431  1.82648   2.654e-12    -0.0802  -0.3559  -0.3419  -0.657891 -0.675310 -0.333370
  29.49668  2.92446   6.794e-13    -0.2818   0.0107  -0.4129  -0.181797 -0.027487 -0.982952
  24.09969  2.38914   1.261e-12     0.1793  -0.2531  -0.3921   0.904299 -0.200583 -0.376842
  22.89632  2.27011   1.417e-12     0.0961   0.2605   0.4158   0.815072  0.130539  0.564462
  17.95865  1.78057   5.088e-12    -0.3838  -0.3189  -0.0308  -0.999811 -0.006831  0.018226
  18.36851  1.82115   3.291e-12     0.4756   0.1444   0.0545   0.877874 -0.263126  0.400129
   8.61725  0.85437   8.277e-12    -0.4758   0.0144   0.1529  -0.962611 -0.254346 -0.093215
  34.09250  3.38034   2.066e-13     0.1923   0.4096  -0.2127   0.603924  0.564179 -0.563008
  12.64789  1.25398   5.868e-12     0.1357  -0.2449   0.4143  -0.161633  0.530551  0.832100
  39.79842  3.94549   3.981e-14    -0.4483   0.1478  -0.1650  -0.999759 -0.017320  0.013517
  34.28959  3.39949   7.694e-14     0.2685  -0.4055  -0.1162   0.397887 -0.393877 -0.828581
  32.46670  3.21922   1.961e-13     0.1388   0.4801   0.0137   0.458994  0.837532 -0.296419
  22.25751  2.20647   8.612e-13     0.0322   0.1742   0.4676  -0.388255  0.772675  0.502227
  43.02361  4.26562   4.380e-14     0.4426   0.0306   0.2305   0.816816  0.556544 -0.151887
  10.82868  1.07353   6.373e-12     0.1721  -0.4001   0.2456   0.046258 -0.958929  0.279850
  34.17689  3.38845   2.202e-13     0.0131  -0.4922   0.0871   0.319226 -0.862037  0.393685
  16.28978  1.61521   2.231e-12     0.1252   0.4496  -0.1793   0.995752  0.057187  0.072166
  42.50551  4.21426   1.131e-13    -0.4949   0.0091  -0.0708  -0.971414  0.061022  0.229416
  37.24211  3.69227   7.897e-14    -0.0451   0.4952  -0.0527  -0.822237  0.559573 -0.103941
  35.20297  3.49001   1.035e-13     0.0603  -0.1415   0.4758  -0.471367 -0.204012  0.858016
  15.86445  1.57295   4.828e-12     0.1315  -0.0915   0.4736   0.153561 -0.210029  0.965560
  34.01009  3.37205   2.515e-13    -0.0153   0.3518   0.3550   0.480559  0.119813  0.868739
  33.36602  3.30818   2.116e-13    -0.3509   0.1893   0.3017  -0.991167  0.131812  0.014601
  45.30659  4.49198   3.371e-14     0.4650  -0.0340  -0.1807   0.999420 -0.032186  0.011126
  36.23036  3.59231   1.621e-14     0.2093  -0.0272   0.4533   0.869036  0.484321 -0.101046
  19.56419  1.93971   1.836e-12    -0.3141   0.3824   0.0713  -0.988236 -0.126724 -0.085617
  36.86692  3.65514   1.032e-13    -0.4419  -0.1569  -0.1735  -0.776613 -0.498486 -0.385207
  34.07556  3.37823   1.283e-13    -0.0210  -0.4995   0.0055  -0.585830 -0.805826  0.086295
  22.02525  2.18361   1.481e-12    -0.3024  -0.3082  -0.2520  -0.367243 -0.232746 -0.900534
  39.49192  3.91550   1.825e-13    -0.3064   0.1980   0.3419   0.113778 -0.451601  0.884935
  12.80190  1.26911   8.119e-12    -0.0768  -0.4908   0.0569  -0.589327 -0.794636 -0.145765
  12.07549  1.19726   1.374e-11    -0.4029   0.2694  -0.1229  -0.773629  0.102689  0.625263
  18.22956  1.80739   3.789e-12     0.4733   0.0813  -0.1392   0.917190  0.265018 -0.297537
  13.96442  1.38452   6.429e-12     0.3341  -0.3094   0.2065   0.405621 -0.893413 -0.193091
  42.36516  4.19998   2.847e-14    -0.0344   0.2098   0.4525  -0.850312  0.093960  0.517824
  37.54917  3.72281   1.601e-13    -0.4907  -0.0775   0.0566  -0.879532  0.131961 -0.457176
  12.68470  1.25765   1.050e-11     0.4155   0.2100  -0.1825   0.877014  0.470943 -0.095174
  10.25098  1.01632   7.249e-12    -0.2924  -0.3979   0.0788  -0.999996 -0.002108  0.001677
  44.16957  4.37937   4.226e-14     0.1011  -0.3060   0.3823  -0.740275 -0.449345  0.500082
  44.10102  4.37266   2.787e-14    -0.1905  -0.0719  -0.4567  -0.685124  0.710269 -0.161628
  32.88173  3.25991   1.651e-13    -0.0716   0.2360   0.4349  -0.314957  0.752065  0.578965
  24.56877  2.43602   1.188e-12    -0.2819  -0.2284  -0.3441  -0.979801 -0.111233  0.166185
  20.83265  2.06552   3.469e-12    -0.3961   0.0158  -0.3047  -0.991776  0.034520 -0.123242
  37.59995  3.72797   1.051e-13     0.3782   0.3267   0.0155   0.553505  0.829223  0.077596
  30.63638  3.03759   3.971e-13    -0.3350  -0.3350   0.1599  -0.998999  0.041570  0.016496
  18.09696  1.79418   1.631e-12     0.1991   0.2886   0.3565   0.666395 -0.387988  0.636697
  24.90995  2.46967   8.313e-13     0.4868  -0.1140  -0.0059   0.649571 -0.023336 -0.759943
  25.93463  2.57137   1.308e-12    -0.3436  -0.3395   0.1291  -0.548097 -0.827985  0.118449
  38.36586  3.80362   6.273e-14     0.1623  -0.4719  -0.0302  -0.365600 -0.823555 -0.433698
  26.08991  2.58653   5.162e-13    -0.1747   0.2971   0.3623  -0.278972  0.557361  0.781999
  25.30800  2.50905   6.314e-13    -0.3536   0.2574   0.2422  -0.972400  0.233243 -0.006010
  29.47910  2.92273   5.060e-16    -0.4746  -0.1511   0.0435  -0.953769 -0.110097 -0.279647
  42.49866  4.21369   5.488e-14     0.3254  -0.3707   0.0817  -0.134082 -0.986623 -0.092718
  41.11125  4.07559   2.012e-14    -0.3401   0.0767  -0.3584  -0.555414  0.682993 -0.474378
  31.06192  3.07974   3.253e-13     0.3494   0.3463   0.0891  -0.021323  0.190045  0.981544
  16.04688  1.59079   1.121e-12    -0.3691   0.1212   0.3148  -0.515227 -0.126439  0.847676
  44.86819  4.44848   8.738e-14    -0.4444   0.1514  -0.1719  -0.738278  0.580451  0.343543
  11.80214  1.17002   1.111e-11     0.2606   0.2003  -0.3768   0.817034  0.471325 -0.332127
